Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1518456,The Samurai's Tale,Erik Christian Haugaard,"Haugaard, Erik Christian",,"=""0395549701""","=""9780395549704""",4,3.66,HMH Books for Young Readers,Paperback,234,1990,1984,2018/08/06,2018/08/03,,,read,,,,1,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",4,4.15,Oxford University Press,Paperback,249,2004,1817,2018/08/03,2014/12/22,,,read,,,,1,0
765811,The Women of Brewster Place,Gloria Naylor,"Naylor, Gloria",,"=""""","=""""",4,4.19,Penguin Books,Paperback,192,1983,1982,2018/07/31,2018/07/31,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.44,Riverhead Books,Hardcover,372,2007,2007,2016/01/20,2014/12/22,,,read,Once again I am struck by the beauty of Hosseini's writing and the simple truths between the lines. I loved the Kite Runner but I loved this even more!! Highly reccomend. ,,,2,0
37095,The Shell Seekers,Rosamunde Pilcher,"Pilcher, Rosamunde",,"=""051722285X""","=""9780517222850""",0,4.19,Gramercy,Hardcover,544,2004,1987,,2018/06/14,to-read,to-read (#116),to-read,,,,0,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",5,3.74,Anchor Books,Paperback,215,1994,1958,2015/10/19,2015/09/08,,,read,,,,2,0
37774,"Arrow of God (The African Trilogy, #3)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",4,3.80,Anchor Books,Paperback,230,1989,1964,2018/06/14,2018/06/14,,,read,,,,1,0
111085,"No Longer at Ease (The African Trilogy, #2)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",5,3.86,Anchor,Paperback,196,1994,1960,2018/06/14,2018/06/14,,,read,,,,1,0
34128230,The River of Consciousness,Oliver Sacks,"Sacks, Oliver",,"=""0385352565""","=""9780385352567""",4,3.95,Knopf,Hardcover,256,2017,2017,2018/06/14,2018/06/14,,,read,,,,1,0
34068524,When the World Was Steady,Claire Messud,"Messud, Claire",,"=""0393355098""","=""9780393355093""",5,3.14,W. W. Norton & Company,Paperback,368,2017,1994,2018/05/01,2018/04/29,,,read,,,,1,0
29209,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,"McBride, James",,"=""1573225789""","=""9781573225786""",5,4.14,Riverhead Books,Paperback,291,1997,1995,2018/04/29,2018/04/29,,,read,,,,1,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",5,4.12,Plume,Paperback,216,2005,1970,2018/04/29,2017/07/09,,,read,,,,1,0
36677607,Love Her Wild (Italian Edition),Atticus Poetry,"Poetry, Atticus",,"=""8858690028""","=""9788858690024""",4,3.97,Fabbri Editori,Kindle Edition,238,2017,2017,2017/12/27,2017/12/27,,,read,,,,1,0
