Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
11570653,"The Butcher of Anderson Station (The Expanse, #1.5)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",5,4.01,Hachette Book Group,Kindle Edition,40,2011,2011,2021/06/15,2021/04/06,,,read,,,,1,0
20518851,Something More Than Night,Ian Tregillis,"Tregillis, Ian",,"=""0765375788""","=""9780765375780""",3,3.57,Tor Books,Paperback,304,2014,2013,2021/06/09,2021/06/09,,,read,,,,1,0
6763725,Capitalist Realism: Is There No Alternative?,Mark Fisher,"Fisher, Mark",,"=""1846943175""","=""9781846943171""",0,4.22,Zero Books,Paperback,81,2009,2009,,2021/06/09,to-read,to-read (#153),to-read,,,,0,0
7197448,Economics for the Rest of Us: Debunking the Science that Makes Life Dismal,Moshe Adler,"Adler, Moshe",,"=""1595581014""","=""9781595581013""",0,3.77,The New Press,Hardcover,224,2009,2009,,2021/06/09,to-read,to-read (#152),to-read,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2021/06/01,currently-reading,currently-reading (#9),currently-reading,,,,1,0
1467251,Nazi Gold: The Full Story of the Fifty-Year Swiss-Nazi Conspiracy to Steal Billions from Europe's Jews and Holocaust Survivors,Tom Bower,"Bower, Tom",,"=""0061099821""","=""9780061099823""",0,3.48,Harper Perennial,Paperback,448,1998,1997,,2021/06/01,currently-reading,currently-reading (#8),currently-reading,,,,1,0
29423205,Murder and Mayhem: Four Historical Mystery Novels,M. Louisa Locke,"Locke, M. Louisa",,"=""""","=""""",0,4.88,Running Rabbit Press LLC,Kindle Edition,0,2016,,,2021/05/26,to-read,to-read (#151),to-read,,,,0,0
54297791,Massacre at Shirakawa (Akitada #20),I.J. Parker,"Parker, I.J.",,"=""""","=""""",0,4.56,I.J.Parker Inc.,Kindle Edition,270,2020,2020,,2021/05/26,to-read,to-read (#150),to-read,,,,0,0
13183379,Death on an Autumn River (Sugawara Akitada #9),I.J. Parker,"Parker, I.J.",,"=""""","=""""",0,4.15,,Kindle Edition,392,2011,2011,,2021/05/26,to-read,to-read (#149),to-read,,,,0,0
8708905,Ice Trilogy,Vladimir Sorokin,"Sorokin, Vladimir",Jamey Gambrell,"=""1590173864""","=""9781590173862""",3,3.58,NYRB Classics,Paperback,694,2011,2006,2021/05/24,2021/05/24,,,read,,,,1,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",4,4.26,Michael Joseph,Hardcover,416,2017,2017,2021/04/21,2021/05/21,,,read,,,,1,0
367334,"The Element of Fire (Ile-Rien, #1)",Martha Wells,"Wells, Martha",,"=""0615135714""","=""9780615135717""",0,3.88,Martha Wells,Paperback,320,2006,1993,,2021/05/19,to-read,to-read (#148),to-read,,,,0,0
9461562,"The Cloud Roads (Books of the Raksura, #1)",Martha Wells,"Wells, Martha",,"=""1597802166""","=""9781597802161""",0,3.98,Night Shade Books,Paperback,278,2011,2011,,2021/05/19,to-read,to-read (#147),to-read,,,,0,0
53494630,Sherlock Holmes and The Beast of the Stapletons,James Lovegrove,"Lovegrove, James",,"=""1789094690""","=""9781789094695""",4,3.81,Titan Books,Hardcover,404,2020,2020,2021/05/13,2021/05/13,,,read,,,,1,0
50991951,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1335430997""","=""9781335430991""",3,3.68,Hanover Square Press,Hardcover,272,2020,2015,2021/04/21,2021/04/21,,,read,,,,1,0
66479,"Starfish (Rifters, #1)",Peter Watts,"Watts, Peter",,"=""0812575857""","=""9780812575859""",4,3.95,Tor Science Fiction,Mass Market Paperback,384,2000,1999,2021/04/19,2021/04/19,,,read,,,,1,0
45722402,Ludicrous: The Unvarnished Story of Tesla Motors,Edward Niedermeyer,"Niedermeyer, Edward",,"=""1948836122""","=""9781948836128""",4,3.97,BenBella Books,Hardcover,275,2019,,2021/04/10,2021/04/10,,,read,,,,1,0
25899877,"Drive (The Expanse, #2.7)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",0,4.05,SyFy,ebook,30,2012,2012,,2021/04/06,to-read,to-read (#146),to-read,,,,0,0
15837317,Gods of Risk,James S.A. Corey,"Corey, James S.A.",,"=""0316217654""","=""9780316217651""",0,3.73,Orbit,Kindle Edition,72,2012,2012,,2021/04/06,to-read,to-read (#145),to-read,,,,0,0
13166684,Sidney Chambers and the Shadow of Death (The Grantchester Mysteries #1),James Runcie,"Runcie, James",,"=""1608198561""","=""9781608198566""",4,3.69,Bloomsbury USA,Paperback,392,2012,2012,2021/04/06,2021/04/06,,,read,,,,1,0
23014868,"The Lord God Made Them All (All Creatures Great and Small, #7)",James Herriot,"Herriot, James",,"=""1250068657""","=""9781250068651""",5,4.44,Griffin,Paperback,373,2015,1981,2021/04/01,2021/04/01,,,read,,,,1,0
7562764,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,"Rajaniemi, Hannu",,"=""0575088877""","=""9780575088870""",4,3.83,Gollancz,Hardcover,336,2010,2010,2021/03/24,2021/03/24,,,read,,,,1,0
